Stock Index,Stock Price
AD874,579.31146
AD875,232.32378
AD876,90.868004
AD877,1435.9795
AD878,363.81918
AD879,432.90363
AD880,767.53864
AD881,195.43636
AD882,587.1483
AD883,1611.5558
AD884,439.60394
AD885,961.1521
AD886,262.2517
AD887,578.59625
AD888,522.4759
AD889,515.4481
AD890,489.9443
AD891,345.7661
AD892,674.019
AD893,636.05383
AD894,605.1208
AD895,1165.2213
AD896,588.0883
AD897,833.97485
AD898,204.29784
AD899,1030.575
AD900,433.18454
AD901,202.09125
AD902,407.75192
AD903,426.01382
AD904,145.04991
AD905,1317.873
AD906,1055.1526
AD907,802.68274
AD908,1466.1078
AD909,218.26445
AD910,374.95828
AD911,514.72046
AD912,460.23395
AD913,1355.4426
AD914,931.0842
AD915,612.3502
AD916,86.980515
AD917,354.32883
AD918,263.94205
AD919,661.9533
AD920,376.52676
AD921,57.354935
AD922,939.67847
AD923,1196.1578
AD924,906.99304
AD925,12.780148
AD926,621.79443
AD927,453.4291
AD928,72.077644
AD929,415.49576
AD930,927.70197
AD931,483.31848
AD932,980.5852
AD933,1116.0634
AD934,196.23161
AD935,1149.806
AD936,1409.4042
AD937,278.3021
AD938,141.79485
AD939,488.35382
AD940,607.17773
AD941,1041.8085
AD942,194.38976
AD943,586.5704
AD944,191.42757
AD945,179.56084
AD946,211.27339
AD947,1315.0779
AD948,428.79276
AD949,318.63177
AD950,-50.007153
AD951,161.83003
AD952,296.80243
AD953,666.7391
AD954,95.12928
AD955,244.67314
AD956,502.6287
AD957,1248.9283
AD958,278.2995
AD959,231.72328
AD960,1332.992
AD961,880.57495
AD962,431.04422
AD963,664.03705
AD964,455.85452
AD965,697.5915
AD966,772.7557
AD967,1016.72424
AD968,375.52145
AD969,500.74643
AD970,237.80264
AD971,316.15927
AD972,205.32153
AD973,1073.6598
AD974,373.19437
AD975,175.50221
AD976,249.41788
AD977,219.94536
AD978,361.61737
AD979,204.72823
AD980,101.73273
AD981,562.8738
AD982,421.30292
AD983,256.2821
AD984,476.49356
AD985,283.3379
AD986,538.28424
AD987,224.86052
AD988,32.23024
AD989,392.19315
AD990,407.84995
AD991,1059.3458
AD992,-77.71361
AD993,279.43594
AD994,381.3287
AD995,141.6948
AD996,858.7207
AD997,-2.7733963
AD998,899.07465
AD999,1154.1903
AD1000,209.6743
AD1001,208.16826
AD1002,129.66385
AD1003,501.02588
AD1004,231.1882
AD1005,253.24472
AD1006,351.2279
AD1007,515.74603
AD1008,348.27924
AD1009,272.79953
AD1010,1181.7323
AD1011,1451.0447
AD1012,271.5101
AD1013,204.03041
AD1014,494.29962
AD1015,615.66156
AD1016,952.3527
AD1017,999.9592
AD1018,160.00514
AD1019,526.5397
AD1020,463.8592
AD1021,1675.787
AD1022,478.24963
AD1023,1056.7252
AD1024,1052.0719
AD1025,997.16266
AD1026,770.5038
AD1027,343.02127
AD1028,-21.91161
AD1029,942.1711
AD1030,874.4249
AD1031,285.16107
AD1032,882.2824
AD1033,1315.3274
AD1034,733.13184
AD1035,159.75363
AD1036,1294.9978
AD1037,327.15747
AD1038,1580.6995
AD1039,555.6458
AD1040,404.99478
AD1041,473.46152
AD1042,1107.6074
AD1043,1368.2996
AD1044,296.04645
AD1045,979.247
AD1046,794.37634
AD1047,797.7864
AD1048,255.21468
AD1049,1447.9841
AD1050,13.876302
AD1051,338.86703
AD1052,208.38737
AD1053,193.97806
AD1054,1033.7885
AD1055,469.9935
AD1056,1092.8687
AD1057,1278.2458
AD1058,1147.648
AD1059,549.85815
AD1060,1673.6337
AD1061,339.6603
AD1062,825.3086
AD1063,573.14056
AD1064,471.3875
AD1065,747.70734
AD1066,1499.0975
AD1067,818.9955
AD1068,92.43312
AD1069,448.97632
AD1070,859.40985
AD1071,625.169
AD1072,1154.9393
AD1073,989.687
AD1074,408.15753
AD1075,493.21198
AD1076,634.25415
AD1077,871.9865
AD1078,1171.4503
AD1079,1235.874
AD1080,164.16757
AD1081,474.7404
AD1082,1240.075
AD1083,383.2309
AD1084,490.1965
AD1085,423.09964
AD1086,500.53357
AD1087,58.10418
AD1088,730.45776
AD1089,151.89038
AD1090,1142.4312
AD1091,978.89966
AD1092,191.52632
AD1093,1596.0365
AD1094,445.804
AD1095,187.98012
AD1096,236.94394
AD1097,297.82074
AD1098,171.81328
AD1099,975.33374
AD1100,369.85565
AD1101,1062.0269
AD1102,498.8374
AD1103,438.6404
AD1104,662.193
AD1105,1064.6176
AD1106,726.7858
AD1107,866.10803
AD1108,711.5385
AD1109,785.1511
AD1110,904.3938
AD1111,702.45184
AD1112,472.45236
AD1113,770.5567
AD1114,795.0091
AD1115,341.09705
AD1116,823.38794
AD1117,857.18964
AD1118,1075.0736
AD1119,622.4213
AD1120,760.8247
AD1121,551.6128
AD1122,495.8177
AD1123,977.7341
AD1124,746.2586
AD1125,627.7417
AD1126,644.1072
AD1127,687.4233
AD1128,491.52887
AD1129,831.56555
AD1130,448.42944
AD1131,712.2
AD1132,737.01587
AD1133,671.5275
AD1134,766.39825
AD1135,905.1795
AD1136,906.4199
AD1137,490.8049
AD1138,491.2172
AD1139,720.6687
AD1140,881.88617
AD1141,1093.726
AD1142,732.7948
AD1143,927.4678
AD1144,547.3125
AD1145,763.2562
AD1146,690.74713
AD1147,877.12665
AD1148,597.387
AD1149,806.29333
AD1150,578.26373
AD1151,985.52423
AD1152,502.12677
AD1153,549.6723
AD1154,681.92456
AD1155,991.6333
AD1156,884.95776
AD1157,766.7058
AD1158,638.73804
AD1159,658.8078
AD1160,688.00354
AD1161,667.13385
AD1162,489.7992
AD1163,525.5374
AD1164,1002.4465
AD1165,644.9631
AD1166,852.3538
AD1167,760.9614
AD1168,587.8531
AD1169,832.56824
AD1170,938.11926
AD1171,621.2805
AD1172,958.3619
AD1173,743.7278
AD1174,812.4187
AD1175,970.01025
AD1176,504.21536
AD1177,779.1272
AD1178,566.55475
AD1179,933.04834
AD1180,764.8296
AD1181,647.01685
AD1182,1010.6003
AD1183,658.45154
AD1184,734.8417
AD1185,547.5377
AD1186,763.14246
AD1187,622.25726
AD1188,746.4546
AD1189,630.9793
AD1190,794.155
AD1191,1099.1969
AD1192,828.06366
AD1193,908.36884
AD1194,822.8882
AD1195,968.9007
AD1196,623.99915
AD1197,936.2944
AD1198,606.5421
AD1199,712.67914
AD1200,682.0138
AD1201,650.718
AD1202,807.19073
AD1203,715.4081
AD1204,823.7984
AD1205,611.7675
AD1206,867.5983
AD1207,725.1069
AD1208,520.7278
AD1209,654.7067
AD1210,647.2384
AD1211,471.1461
AD1212,702.2881
AD1213,649.6119
AD1214,910.4232
AD1215,584.52747
AD1216,1110.6027
AD1217,1019.5142
AD1218,845.9132
AD1219,647.08014
AD1220,838.685
AD1221,789.9823
AD1222,777.9763
AD1223,822.8379
AD1224,743.2924
AD1225,466.38007
AD1226,503.134
AD1227,892.44977
AD1228,655.11743
AD1229,1231.0654
AD1230,727.29004
AD1231,689.0382
AD1232,677.97894
AD1233,726.20636
AD1234,696.1128
AD1235,563.34845
AD1236,850.57916
AD1237,528.2175
AD1238,662.88214
AD1239,1000.0938
AD1240,747.1539
AD1241,577.93835
AD1242,699.7077
AD1243,585.7652
AD1244,657.03894
AD1245,587.77747
AD1246,571.39215
AD1247,752.7404
AD1248,511.1508
AD1249,844.9381
AD1250,840.0642
AD1251,834.48755
AD1252,527.33026
AD1253,883.38837
AD1254,624.8109
AD1255,792.4606
AD1256,668.30133
AD1257,307.9676
AD1258,723.73926
AD1259,590.16516
AD1260,501.14972
AD1261,641.63477
AD1262,629.38043
AD1263,1043.9844
AD1264,683.10187
AD1265,669.8231
AD1266,498.95663
AD1267,933.26154
AD1268,865.5214
AD1269,424.28772
AD1270,732.87897
AD1271,1065.3457
AD1272,711.66583
AD1273,649.20465
AD1274,406.47406
AD1275,480.2969
AD1276,782.94336
AD1277,727.42126
AD1278,758.23663
AD1279,714.9767
AD1280,776.44885
AD1281,617.6359
AD1282,795.8886
AD1283,669.1527
AD1284,753.1329
AD1285,907.7523
AD1286,576.2976
AD1287,772.1983
AD1288,580.7937
AD1289,741.7058
AD1290,912.25385
AD1291,873.1022
AD1292,755.8261
AD1293,738.03986
AD1294,712.30347
AD1295,553.527
AD1296,811.5164
AD1297,745.6371
AD1298,520.3866
AD1299,584.4243
AD1300,370.36887
AD1301,1043.097
AD1302,1006.33734
AD1303,1108.396
AD1304,840.3724
AD1305,548.4351
AD1306,583.5337
AD1307,572.6144
AD1308,718.60925
AD1309,451.97015
AD1310,840.0357
AD1311,780.9584
AD1312,540.72174
AD1313,735.1611
AD1314,1080.4651
AD1315,588.68866
AD1316,842.4714
AD1317,638.9319
AD1318,679.58545
AD1319,533.22363
AD1320,581.59186
AD1321,732.0701
AD1322,858.1763
AD1323,841.0107
AD1324,893.06537
AD1325,888.884
AD1326,515.1806
AD1327,499.49655
AD1328,726.5954
AD1329,884.83124
AD1330,759.51715
AD1331,934.1387
AD1332,703.4635
AD1333,677.48004
AD1334,828.01514
AD1335,588.4608
AD1336,145.41678
AD1337,88.349236
AD1338,114.0354
AD1339,405.7293
AD1340,448.56674
AD1341,1007.185
AD1342,395.21014
AD1343,518.0996
AD1344,314.19064
AD1345,1270.5414
AD1346,1462.5813
AD1347,827.93555
AD1348,196.689
AD1349,438.59222
AD1350,708.41907
AD1351,241.02629
AD1352,448.72632
AD1353,389.51047
AD1354,40.346962
AD1355,497.29446
AD1356,135.14482
AD1357,108.749756
AD1358,49.95556
AD1359,557.6598
AD1360,167.14972
AD1361,256.90533
AD1362,476.94113
AD1363,378.4809
AD1364,206.92064
AD1365,679.87396
AD1366,316.28415
AD1367,578.28534
AD1368,1003.4431
AD1369,370.96783
AD1370,956.2824
AD1371,376.29413
AD1372,144.33624
AD1373,702.59674
AD1374,131.65437
AD1375,1077.7971
AD1376,460.1976
AD1377,1204.7179
AD1378,1162.4481
AD1379,414.86768
AD1380,153.15572
AD1381,487.46494
AD1382,148.79309
AD1383,304.15704
AD1384,1200.8518
AD1385,133.04108
AD1386,1788.4434
AD1387,348.04395
AD1388,357.75302
AD1389,658.0179
AD1390,540.7762
AD1391,767.92065
AD1392,536.9393
AD1393,929.4107
AD1394,461.30124
AD1395,1438.4104
AD1396,271.62332
AD1397,247.81958
AD1398,94.034904
AD1399,824.03503
AD1400,1499.1812
AD1401,1087.8184
AD1402,364.45032
AD1403,889.79663
AD1404,214.5999
AD1405,1338.5774
AD1406,336.59213
AD1407,137.48482
AD1408,718.30994
AD1409,1544.6906
AD1410,382.26718
AD1411,190.09793
AD1412,780.26404
AD1413,158.52518
AD1414,203.8021
AD1415,161.35277
AD1416,961.8255
AD1417,371.10495
AD1418,1448.0819
AD1419,182.21596
AD1420,355.25885
AD1421,162.4961
AD1422,431.62094
AD1423,875.7484
AD1424,144.17105
AD1425,836.9035
AD1426,688.8642
AD1427,370.50073
AD1428,84.78968
AD1429,1307.0437
AD1430,1346.883
AD1431,1061.6206
AD1432,295.07416
AD1433,1636.3994
AD1434,167.3167
AD1435,1048.2208
AD1436,359.14502
AD1437,624.7364
AD1438,315.67535
AD1439,307.87012
AD1440,16.966682
AD1441,562.45984
AD1442,647.9093
AD1443,555.2328
AD1444,209.91881
AD1445,1824.2067
AD1446,398.2007
AD1447,1397.0543
AD1448,314.52924
AD1449,186.72032
AD1450,99.3131
AD1451,234.97218
AD1452,423.1783
AD1453,174.93906
AD1454,1560.6727
AD1455,679.06805
AD1456,208.00333
AD1457,313.83224
AD1458,389.43396
AD1459,203.30405
AD1460,379.6709
AD1461,1567.6489
AD1462,391.13574
AD1463,168.97473
AD1464,915.35657
AD1465,75.45672
AD1466,77.4487
AD1467,182.5884
AD1468,50.2936
AD1469,587.2491
AD1470,590.7435
AD1471,327.60608
AD1472,499.2917
AD1473,-13.886079
AD1474,823.06525
AD1475,541.80255
AD1476,1158.1875
AD1477,1015.58484
AD1478,353.21368
AD1479,371.00677
AD1480,1008.48865
AD1481,350.35144
AD1482,167.74394
AD1483,252.98938
AD1484,464.5442
AD1485,197.70628
AD1486,113.29127
AD1487,612.92523
AD1488,692.27484
AD1489,86.85758
AD1490,424.26135
AD1491,335.13773
AD1492,846.46655
AD1493,1176.6664
AD1494,576.81744
AD1495,144.30823
AD1496,1422.9534
AD1497,420.14276
AD1498,98.66839
AD1499,587.5874
AD1500,599.6021
AD1501,110.22987
AD1502,1440.9177
AD1503,229.14905
AD1504,737.1879
AD1505,969.49005
AD1506,624.5068
AD1507,611.1203
AD1508,656.0237
AD1509,205.42134
AD1510,925.10986
AD1511,539.6311
AD1512,489.16925
AD1513,411.01947
AD1514,965.7934
AD1515,714.6067
AD1516,738.57513
AD1517,1754.955
AD1518,85.8381
AD1519,507.9115
AD1520,348.55176
AD1521,82.74421
AD1522,194.59488
AD1523,733.38416
AD1524,567.8576
AD1525,369.3487
AD1526,260.33383
AD1527,535.41693
AD1528,899.8512
AD1529,1715.105
AD1530,314.09912
AD1531,310.11484
AD1532,1263.166
AD1533,475.07895
AD1534,532.19116
AD1535,604.8551
AD1536,409.12393
AD1537,1250.4281
AD1538,12.522134
AD1539,413.87137
AD1540,1320.196
AD1541,839.2409
AD1542,237.13301
AD1543,274.68762
AD1544,101.309746
AD1545,574.73096
AD1546,979.76636
AD1547,309.2106
AD1548,80.841446
AD1549,672.74646
AD1550,641.1446
AD1551,195.07956
AD1552,139.95792
AD1553,537.1537
AD1554,343.46878
AD1555,616.51025
AD1556,70.96298
AD1557,460.2276
AD1558,889.9329
AD1559,170.9239
AD1560,535.8201
AD1561,849.18835
AD1562,1529.3395
AD1563,443.30624
AD1564,613.1844
AD1565,845.8654
AD1566,168.77515
AD1567,216.7073
AD1568,1164.4883
AD1569,-36.301884
AD1570,1342.2928
AD1571,739.81134
AD1572,948.0741
AD1573,1286.1676
AD1574,247.236
AD1575,690.87274
AD1576,125.19808
AD1577,89.6825
AD1578,847.7083
AD1579,80.36829
AD1580,215.69289
AD1581,477.18875
AD1582,270.28134
AD1583,1617.8417
AD1584,383.96252
AD1585,117.47965
AD1586,195.11241
AD1587,687.0252
AD1588,236.74847
AD1589,292.73795
AD1590,197.62968
AD1591,270.9577
AD1592,1096.0422
AD1593,299.92215
AD1594,321.50958
AD1595,190.34349
AD1596,379.90518
AD1597,173.12975
AD1598,425.68134
AD1599,365.7886
AD1600,156.3804
AD1601,56.74962
AD1602,226.09355
AD1603,293.53915
AD1604,115.713425
AD1605,318.57318
AD1606,1761.7699
AD1607,538.791
AD1608,202.76294
AD1609,1248.0168
AD1610,263.77225
AD1611,69.75654
AD1612,377.5871
AD1613,879.4678
AD1614,1781.659
AD1615,1179.3986
AD1616,249.78209
AD1617,259.94778
AD1618,415.56778
AD1619,717.76306
AD1620,163.72516
AD1621,191.0166
AD1622,362.11688
AD1623,295.9833
AD1624,993.9684
AD1625,1227.7014
AD1626,220.99075
AD1627,633.36005
AD1628,366.78052
AD1629,392.49426
AD1630,259.41696
AD1631,516.6355
AD1632,238.81332
AD1633,1699.1736
AD1634,287.1302
AD1635,1092.8114
AD1636,240.88812
AD1637,1212.9984
AD1638,130.55699
AD1639,314.52975
AD1640,384.85648
AD1641,388.56036
AD1642,262.12457
AD1643,790.20026
AD1644,442.12964
AD1645,560.22845
AD1646,312.86557
AD1647,349.46997
AD1648,927.7204
AD1649,1239.3138
AD1650,229.94447
AD1651,342.6819
AD1652,667.4151
AD1653,1068.2574
AD1654,16.37403
AD1655,252.34535
AD1656,72.92558
AD1657,452.81708
AD1658,148.05327
AD1659,1095.297
AD1660,951.66956
AD1661,1705.393
AD1662,389.39426
AD1663,288.37875
AD1664,151.59819
AD1665,310.72772
AD1666,216.79318
AD1667,300.51404
AD1668,51.79366
AD1669,92.11338
AD1670,860.19794
AD1671,1036.023
AD1672,322.28748
AD1673,183.18616
AD1674,991.4343
AD1675,235.30734
AD1676,253.16411
AD1677,1335.0992
AD1678,537.35046
AD1679,303.04993
AD1680,1238.1958
AD1681,150.46738
AD1682,961.5029
AD1683,1335.2173
AD1684,528.51404
AD1685,108.61988
AD1686,768.3941
AD1687,110.80719
AD1688,758.9922
AD1689,549.6694
AD1690,1233.5604
AD1691,1542.1781
AD1692,782.11554
AD1693,325.8881
AD1694,157.94743
AD1695,240.45581
AD1696,252.93703
AD1697,816.4841
AD1698,296.949
AD1699,99.23301
AD1700,1522.6776
AD1701,165.03201
AD1702,208.30234
AD1703,402.5298
AD1704,353.71576
AD1705,698.7879
AD1706,53.49488
AD1707,812.8658
AD1708,1160.5801
AD1709,542.272
AD1710,280.09894
AD1711,570.59595
AD1712,244.59697
AD1713,186.89803
AD1714,490.8167
AD1715,501.8786
AD1716,282.47784
AD1717,500.95398
AD1718,176.84395
AD1719,-27.840664
AD1720,1075.8286
AD1721,920.6343
AD1722,595.4829
AD1723,295.5849
AD1724,284.02667
AD1725,163.03421
AD1726,21.593702
AD1727,733.8887
AD1728,1103.5475
AD1729,197.78185
AD1730,963.62024
AD1731,269.9016
AD1732,427.10498
AD1733,512.34827
AD1734,301.19293
AD1735,413.59424
AD1736,900.5461
AD1737,351.2952
AD1738,1013.6156
AD1739,-49.304935
AD1740,203.5764
AD1741,107.86686
AD1742,169.5113
AD1743,433.45242
AD1744,1482.3188
AD1745,1258.0107
AD1746,794.91565
AD1747,637.9556
AD1748,1388.6782
AD1749,1224.9397
AD1750,1032.738
AD1751,312.99625
AD1752,998.0834
AD1753,1624.7139
AD1754,109.33944
AD1755,80.5394
AD1756,30.175642
AD1757,1326.8683
AD1758,1243.5836
AD1759,138.89345
AD1760,223.72139
AD1761,691.9991
AD1762,237.86232
AD1763,268.86588
AD1764,290.99298
AD1765,641.24066
AD1766,208.18681
AD1767,1250.5735
AD1768,919.9619
AD1769,348.91846
AD1770,470.0101
AD1771,584.29614
AD1772,478.45682
AD1773,368.25055
AD1774,-2.436633
AD1775,1562.0311
AD1776,1580.8256
AD1777,607.85333
AD1778,288.37344
AD1779,293.02924
AD1780,1241.3328
AD1781,884.78925
AD1782,1076.1957
AD1783,184.14394
AD1784,328.65732
AD1785,925.40405
AD1786,32.760162
AD1787,630.6375
AD1788,184.93567
AD1789,147.02383
AD1790,306.2461
AD1791,1471.5948
AD1792,1148.4845
AD1793,391.25186
AD1794,47.35108
AD1795,804.59955
AD1796,186.66399
AD1797,971.30286
AD1798,95.41263
AD1799,572.79877
AD1800,141.46614
AD1801,590.56213
AD1802,1278.5669
AD1803,128.12524
AD1804,103.570305
AD1805,1356.8065
AD1806,785.6375
AD1807,270.14746
AD1808,652.07355
AD1809,165.67163
AD1810,320.27008
AD1811,885.0213
AD1812,569.91144
AD1813,527.96515
AD1814,1033.6195
AD1815,159.98305
AD1816,614.0244
AD1817,687.26843
AD1818,306.7416
AD1819,526.2081
AD1820,-14.429464
AD1821,589.6717
AD1822,141.03658
AD1823,1035.3212
AD1824,1703.6335
AD1825,1627.5331
AD1826,794.0058
AD1827,1007.9711
AD1828,384.81308
AD1829,966.4551
AD1830,182.42065
AD1831,306.9382
AD1832,124.85659
AD1833,949.2801
AD1834,923.36017
AD1835,941.2514
AD1836,247.76053
AD1837,578.1974
AD1838,376.20453
AD1839,1134.4736
AD1840,395.96613
AD1841,503.7893
AD1842,357.45044
AD1843,40.03846
AD1844,496.59686
AD1845,488.58444
AD1846,572.04626
AD1847,1702.0367
AD1848,1433.3306
AD1849,384.33304
AD1850,126.15713
AD1851,77.35195
AD1852,-20.143305
AD1853,736.59546
AD1854,208.44322
AD1855,256.46588
AD1856,132.79385
AD1857,264.65317
AD1858,1018.3771
AD1859,797.47156
AD1860,438.7817
AD1861,1056.8026
AD1862,724.2737
AD1863,406.58743
AD1864,1159.3505
AD1865,1050.5278
AD1866,597.7996
AD1867,776.3724
AD1868,757.8533
AD1869,161.45844
AD1870,563.7228
AD1871,635.70306
AD1872,341.11246
AD1873,411.6103
AD1874,173.13176
AD1875,738.2683
AD1876,210.7821
AD1877,354.10077
AD1878,398.83157
AD1879,238.8378
AD1880,343.433
AD1881,317.35486
AD1882,474.57123
AD1883,129.53656
AD1884,567.03296
AD1885,60.348835
AD1886,801.84607
AD1887,1438.0586
AD1888,206.28009
AD1889,61.422462
AD1890,84.965614
AD1891,1265.3373
AD1892,262.56573
AD1893,630.12775
AD1894,219.2519
AD1895,456.2891
AD1896,1011.23285
AD1897,84.68128
AD1898,259.30386
AD1899,300.55402
AD1900,703.34625
AD1901,187.7996
AD1902,1451.278
AD1903,40.607735
AD1904,568.2428
AD1905,1223.9161
AD1906,1096.6016
AD1907,1005.2887
AD1908,749.782
AD1909,136.04997
AD1910,1537.2189
AD1911,319.6913
AD1912,254.48248
AD1913,136.24535
AD1914,111.90157
AD1915,411.2913
AD1916,634.648
AD1917,1727.2507
AD1918,1128.3932
AD1919,140.91531
AD1920,7.3693085
AD1921,664.3489
AD1922,451.54865
AD1923,927.63947
AD1924,110.7396
AD1925,461.6948
AD1926,206.2373
AD1927,112.57275
AD1928,482.66183
AD1929,766.32654
AD1930,86.48723
AD1931,237.36563
AD1932,677.0027
AD1933,253.0059
AD1934,941.2184
AD1935,773.53314
AD1936,429.9888
AD1937,496.68906
AD1938,849.8128
AD1939,87.93478
AD1940,1187.4377
AD1941,280.54312
AD1942,76.43893
AD1943,1516.5801
AD1944,421.21527
AD1945,170.24438
AD1946,811.72095
AD1947,309.60605
AD1948,518.8436
AD1949,-57.857807
AD1950,1166.8535
AD1951,759.014
AD1952,390.623
AD1953,409.16702
AD1954,1225.6451
AD1955,338.56003
AD1956,1278.4839
AD1957,171.75137
AD1958,40.359318
AD1959,267.95038
AD1960,449.2934
AD1961,1107.0352
AD1962,-22.85959
AD1963,289.58557
AD1964,244.08377
AD1965,667.74445
AD1966,1051.9885
AD1967,707.4133
AD1968,111.03227
AD1969,181.0371
AD1970,993.46387
AD1971,76.70041
AD1972,16.996239
AD1973,133.25859
AD1974,312.83755
AD1975,143.28432
AD1976,443.426
AD1977,1066.6127
AD1978,166.62654
AD1979,393.17023
AD1980,250.57826
AD1981,441.76285
AD1982,542.70685
AD1983,613.1949
AD1984,628.60724
AD1985,742.76685
AD1986,178.93309
AD1987,818.00903
AD1988,1031.741
AD1989,1247.8865
AD1990,621.63654
AD1991,726.83264
AD1992,747.3489
AD1993,565.59955
AD1994,333.2478
AD1995,201.51854
AD1996,314.4644
AD1997,-18.00774
AD1998,1264.6683
AD1999,497.36533
AD2000,134.29181
AD2001,566.3717
AD2002,338.54428
AD2003,369.519
AD2004,212.73392
AD2005,620.0816
AD2006,89.75529
AD2007,802.7388
AD2008,253.98138
AD2009,507.73224
AD2010,536.5195
AD2011,1076.025
AD2012,1126.305
AD2013,805.1543
AD2014,1351.791
AD2015,214.7639
AD2016,-87.30709
AD2017,267.3951
AD2018,1665.6133
AD2019,284.72656
AD2020,421.79153
AD2021,577.8872
AD2022,792.4761
AD2023,1112.67
AD2024,514.8719
AD2025,666.3182
AD2026,949.50745
AD2027,193.42386
AD2028,165.22035
AD2029,500.71967
AD2030,133.59087
AD2031,467.03305
AD2032,614.0145
AD2033,737.424
AD2034,770.31067
AD2035,669.1499
AD2036,1459.3416
AD2037,4.8307834
AD2038,609.1073
AD2039,486.76837
AD2040,157.88208
AD2041,391.62442
AD2042,523.57245
AD2043,492.03366
AD2044,169.78357
AD2045,197.59325
AD2046,199.07507
AD2047,221.55536
AD2048,516.6423
AD2049,305.01666
AD2050,1187.8231
AD2051,392.83435
AD2052,236.15425
AD2053,201.06508
AD2054,370.3807
AD2055,540.3071
AD2056,330.16266
AD2057,1151.5916
AD2058,288.93472
AD2059,448.0665
AD2060,98.54653
AD2061,650.16736
AD2062,255.70258
AD2063,1028.4147
AD2064,939.13617
AD2065,711.53845
AD2066,127.80222
AD2067,1306.9783
AD2068,443.7698
AD2069,453.7303
AD2070,139.48103
AD2071,993.6832
AD2072,1291.7936
AD2073,194.78207
AD2074,641.8601
AD2075,1106.9547
AD2076,1217.111
AD2077,1010.5922
AD2078,186.19789
AD2079,799.78534
AD2080,487.1441
AD2081,836.6043
AD2082,115.225746
AD2083,579.99457
AD2084,1657.1028
AD2085,370.2985
AD2086,622.8479
AD2087,557.4134
AD2088,554.7892
AD2089,606.6505
AD2090,24.651186
AD2091,588.7992
AD2092,207.06732
AD2093,355.43866
AD2094,354.63788
AD2095,304.03186
AD2096,422.7094
AD2097,527.8535
AD2098,727.35754
AD2099,271.69168
AD2100,459.80264
AD2101,1313.4346
AD2102,924.4424
AD2103,815.2514
AD2104,114.773094
AD2105,429.04562
AD2106,814.515
AD2107,250.53726
AD2108,278.51108
AD2109,181.95578
AD2110,224.52264
AD2111,815.22974
AD2112,823.30426
AD2113,1244.0547
AD2114,-51.509438
AD2115,943.9187
AD2116,928.25146
AD2117,455.60312
AD2118,339.267
AD2119,427.95612
AD2120,142.77351
AD2121,59.152775
AD2122,759.9817
AD2123,696.6351
AD2124,1231.7725
AD2125,330.38193
AD2126,201.86496
AD2127,160.0563
AD2128,176.03021
AD2129,140.47441
AD2130,275.60855
AD2131,-3.9287605
AD2132,56.491657
AD2133,1137.0098
AD2134,588.3998
AD2135,157.13455
AD2136,762.4634
AD2137,1141.0348
AD2138,1280.878
AD2139,532.8819
AD2140,712.73615
AD2141,799.08356
AD2142,749.11304
AD2143,854.98425
AD2144,1493.6185
AD2145,1070.7933
AD2146,440.48047
AD2147,1056.3136
AD2148,438.2705
AD2149,250.64537
AD2150,477.4614
AD2151,330.2855
AD2152,274.19666
AD2153,522.0826
AD2154,1112.8944
AD2155,1011.8072
AD2156,241.18832
AD2157,89.21097
AD2158,582.7206
AD2159,706.4476
AD2160,1158.8612
AD2161,430.34485
AD2162,711.6499
AD2163,210.03052
AD2164,701.5802
AD2165,118.49198
AD2166,170.68388
AD2167,1526.1914
AD2168,483.83044
AD2169,1109.5526
AD2170,1249.1539
AD2171,122.42953
AD2172,839.9084
AD2173,937.084
AD2174,1027.0493
AD2175,163.76186
AD2176,631.95154
AD2177,1197.0398
AD2178,433.91275
AD2179,1011.6205
AD2180,925.03546
AD2181,187.32748
AD2182,225.08746
AD2183,190.13245
AD2184,647.934
AD2185,1046.0337
AD2186,381.3305
AD2187,291.22275
AD2188,761.4134
AD2189,283.41983
AD2190,235.94896
AD2191,1671.0117
AD2192,643.75085
AD2193,154.51654
AD2194,384.1258
AD2195,364.87482
AD2196,375.79407
AD2197,414.4967
AD2198,1414.8406
AD2199,701.8803
AD2200,564.9789
AD2201,314.93658
AD2202,1147.0573
AD2203,198.46573
AD2204,307.2635
AD2205,589.15466
AD2206,220.00307
AD2207,124.28012
AD2208,376.2887
AD2209,348.5514
AD2210,306.64676
AD2211,470.04004
AD2212,813.7394
AD2213,445.85678
AD2214,762.6543
AD2215,238.34915
AD2216,189.70686
AD2217,702.57874
AD2218,806.0821
AD2219,670.9199
AD2220,442.0438
AD2221,461.33856
AD2222,324.52066
AD2223,558.8289
AD2224,688.8693
AD2225,236.08714
AD2226,232.97484
AD2227,377.4574
AD2228,157.74548
AD2229,351.98877
AD2230,1504.2269
AD2231,111.337364
AD2232,728.1723
AD2233,458.14746
AD2234,1073.0101
AD2235,294.68582
AD2236,271.28717
AD2237,804.6978
AD2238,278.80844
AD2239,370.45142
AD2240,261.276
AD2241,1575.742
AD2242,91.177795
AD2243,206.33368
AD2244,1256.6973
AD2245,131.82463
AD2246,343.12967
AD2247,245.23586
AD2248,757.2991
AD2249,275.3106
AD2250,111.74219
AD2251,411.87845
AD2252,1006.55884
AD2253,221.53467
AD2254,391.59143
AD2255,636.8179
AD2256,777.8797
AD2257,297.94354
AD2258,500.18027
AD2259,768.43
AD2260,225.29858
AD2261,736.7885
AD2262,185.3599
AD2263,226.93385
AD2264,351.22577
AD2265,860.0609
AD2266,974.117
AD2267,1662.6332
